,MES DE RECOLECCION,ID,Código factura TR,Fabricante,Marca,Distribuidor TR,Descripciones TR,Codigos de barras TR,Codigo ref en Factura,Descripcion en factura,Tipo promocion,Codigo ref en Factura Dinamica,Descripcion en factura Dinamica,CIUDAD
76,2022-06-01,CC4263278,F2330,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,CANDY GLOBAL S.A.S,"PAPEL HIGIENICO SCOTT RINDEMAX XG X 1 UN, PAPEL RINDEMAX DOBLE HOJA SCOTT X 1 UN, PAPEL HIGIENICO SCOTT RINDEMAX X 1 UN","7702425811126, 7702425644724, 7702425807952",16100-2,PH SCOTT RINDEMAX X 30 UND GTS PH SCOTT RINDEMAX XXG X 1 UND,CON DINAMICA PROMOCIONAL,16100-2,PH SCOTT RINDEMAX X 30 UND GTS PH SCOTT RINDEMAX XXG X 1 UND,BOGOTA
77,2022-06-01,CC53077367,F2331,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,CANDY GLOBAL S.A.S,PAPEL HIGIENICO SCOTT CUIDADO COMPLETO TRIPLE HOJA X 1 UN,7702425803015,16062-9,PAPEL SCOTT CUIDADO COMPLETO X 24 UND GTS ROLLO CUIDADO COMPL,CON DINAMICA PROMOCIONAL,16062-9,PAPEL SCOTT CUIDADO COMPLETO X 24 UND GTS ROLLO CUIDADO COMPL,BOGOTA
78,2022-06-01,1540,F2332,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,DISTRIBUCIONES P&V,"PAPEL HIGIENICO SCOTT DOBLE HIGIENE X 1 UN, PAPEL HIGIÉNICO SCOTT DOBLE HIGIENE X 1 UN","7702425810150, 7702425810655",NO VISIBLE,PAPEL SCOOT 2 EN 1 POR 12 UND,SIN DINAMICA PROMOCIONAL,,,BOGOTA
79,2022-06-01,1540,F2333,DRYPERS ANDINA S.A,ELITE,NUTRIUM S.A.S,PAPEL HIGIENICO ELITE MAX X 1 UN,"7707199345419, 7707199340155",1617005,PH E. MEGAROL MAX DH X1/30,SIN DINAMICA PROMOCIONAL,,,BOGOTA
80,2022-06-01,1355,F2299,PAPELES NACIONALES S.A.,ROSAL,LA CATLEYA AC SAS,"PAPEL HIGIENICO ROSAL SUPER ROLL X 1 UN, PAPEL HIGIENICO ROSAL PLUS SUPER ROLLO ROSAL X 80 GR","7702120010213, 7702120012781",21078-1,PAPEL ROSAL XXG PG 12 LLV 13,CON DINAMICA PROMOCIONAL,21078-1,PAPEL ROSAL XXG PG 12 LLV 13,BOGOTA
81,2022-06-01,533,F2165,DRYPERS ANDINA S.A,ELITE,NUTRIUM S.A.S,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",1499543,PH ELITE DUO ROLLAZO TRIP-HOJA ROJO X 24,SIN DINAMICA PROMOCIONAL,,,BOGOTA
82,2022-06-01,2671,F2339,DRYPERS ANDINA S.A,ELITE,DSOSA S.A.S,PAPEL HIGIENICO ELITE DUO EL ROLLOTE X 1 UN,"7707199348809, 7707199345006, 7707199345488",5100491,P.H AMARILLO ELITE* 24,SIN DINAMICA PROMOCIONAL,,,BOGOTA
83,2022-06-01,767,F2224,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,COMERCIALIZADORA ELITE DEL VALLE SAS,PAPEL HIGIENICO SCOTT CUIDADO COMPLETO TRIPLE HOJA X 1 UN,7702425803015,180364,PPK CUIDADO COMPLET PG12 LV13 (MY22),CON DINAMICA PROMOCIONAL,18161,* BONIF PH SCOTT CUIDADO COMPLETO (KCC),CALI
84,2022-06-01,769,F2279,DRYPERS ANDINA S.A,ELITE,MULTIMARCAS BUNZEL SAS,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",1TTCO004106,PH ELITE DUO EL ROLLAZO ROJO TH 1/24,SIN DINAMICA PROMOCIONAL,,,CALI
85,2022-06-01,769,F2280,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,COMERCIALIZADORA ELITE DEL VALLE SAS,PAPEL HIGIENICO SCOTT CUIDADO COMPLETO TRIPLE HOJA X 1 UN,7702425803015,180363,PPK CUIDADO COMPLET PG24 LV27 (MY22),CON DINAMICA PROMOCIONAL,18161,* BONIF PH SCOTT CUIDADO COMPLETO (KCC),CALI
86,2022-06-01,789,F2287,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,GRANERO PIAMONTE,"PAPEL HIGIENICO SCOTT DOBLE HIGIENE X 1 UN, PAPEL HIGIÉNICO SCOTT DOBLE HIGIENE X 1 UN","7702425810150, 7702425810655",170202,PAPEL HIG. SCOTT 2 EN1 X 24 UN,SIN DINAMICA PROMOCIONAL,,,CALI
87,2022-06-01,789,F2288,PAPELES NACIONALES S.A.,ROSAL,SUPERTIENDAS CANAVERAL S.A.,PAPEL HIGIENICO ROSAL PLUS TRIPLE HOJA X 1 UN,7702120010169,78121,P.H ROSAL *21m*1roll PLUS GRANDE,SIN DINAMICA PROMOCIONAL,,,CALI
88,2022-06-01,789,F2289,DRYPERS ANDINA S.A,ELITE,PANDAPAN DISTRIBUCIONES S.A.S,PAPEL HIGIENICO ELITE DUO EL ROLLOTE X 1 UN,"7707199348809, 7707199345006, 7707199345488",0009118,PAPEL HIG ELITE DUO ROLLOTE 1X24 PR ESPE,SIN DINAMICA PROMOCIONAL,,,CALI
89,2022-06-01,818,F2155,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,DISTRIJASS CIA S.A.S,PAPEL HIGIENICO SCOTT CUIDADO COMPLETO TRIPLE HOJA X 1 UN,7702425803015,180364,PPK CUIDADO COMPLET PG12 LV13 (MY22),CON DINAMICA PROMOCIONAL,18161,* BONIF PH SCOTT CUIDADO COMPLETO (KCC),CALI
90,2022-06-01,818,F2155,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,DISTRIJASS CIA S.A.S,"PAPEL HIGIENICO SCOTT DOBLE HIGIENE X 1 UN, PAPEL HIGIÉNICO SCOTT DOBLE HIGIENE X 1 UN","7702425810150, 7702425810655",18104,PH SCOTT DOBLE HIG 2P 24X1,SIN DINAMICA PROMOCIONAL,,,CALI
91,2022-06-01,818,F2275,DRYPERS ANDINA S.A,ELITE,DISTRIBUIDORA SURTICOMERCIO,PAPEL HIGIENICO ELITE MAX X 1 UN,"7707199345419, 7707199340155",110845,PH ELITE SENCILLO *30C,SIN DINAMICA PROMOCIONAL,,,CALI
92,2022-06-01,839,F2262,PAPELES NACIONALES S.A.,ROSAL,COMERCIALIZADORA ELITE DEL VALLE SAS,"PAPEL HIGIENICO ROSAL SUPER ROLL X 1 UN, PAPEL HIGIENICO ROSAL PLUS SUPER ROLLO ROSAL X 80 GR","7702120010213, 7702120012781",240200,PPK PH ROSAL XXG PG12 LV13 (JN13),CON DINAMICA PROMOCIONAL,240200,PPK PH ROSAL XXG PG12 LV13 (JN13),CALI
93,2022-06-01,996,F2277,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,GRANERO DINASTIA,"PAPEL HIGIENICO SCOTT DOBLE HIGIENE X 1 UN, PAPEL HIGIÉNICO SCOTT DOBLE HIGIENE X 1 UN","7702425810150, 7702425810655",003119,P.H SCOTH 2 EN 1 IND,SIN DINAMICA PROMOCIONAL,,,CALI
94,2022-06-01,1288,F2187,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,TEATE COLOMBIA S.A.S,PAPEL HIGIENICO SCOTT CUIDADO COMPLETO TRIPLE HOJA X 1 UN,7702425803015,5337,SCOTT PAPEL HIGIENICO TRIPLE HOJA * UNIDAD,CON DINAMICA PROMOCIONAL,5377,SCOTT PAPEL HIGIENICO TRIPLE HOJA *UNIDAD PAGUE 24 LLEVE 26,CALI
95,2022-06-01,1288,F2188,DRYPERS ANDINA S.A,ELITE,MULTIMARCAS BUNZEL SAS,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",PH 9003,PH ELITE DUO ROLLAZO ROJO X 12,SIN DINAMICA PROMOCIONAL,,,CALI
96,2022-06-01,1288,F2285,DRYPERS ANDINA S.A,ELITE,COMERCIALIZADORA Y DISTRIBUIDORA LA TORRE SAS,PAPEL HIGIENICO ELITE MAX X 1 UN,"7707199345419, 7707199340155",27,P.H ELITE MAX DH X15 E.I AZUL,SIN DINAMICA PROMOCIONAL,,,CALI
97,2022-06-01,1292,F2133,PAPELES NACIONALES S.A.,ROSAL,COMERCIALIZADORA Y DISTRIBUIDORA LA TORRE SAS,"PAPEL HIGIENICO ROSAL SUPER ROLL X 1 UN, PAPEL HIGIENICO ROSAL PLUS SUPER ROLLO ROSAL X 80 GR","7702120010213, 7702120012781",158,PAPEL ROSAL SUPER ROLLO XXG X 12 EI,CON DINAMICA PROMOCIONAL,5014,BONIFICACION ROSAL SUPERROLLO ROJO,CALI
98,2022-06-01,1398,F2151,DRYPERS ANDINA S.A,ELITE,LA CATEDRAL DISTRIBUCIONES SAS,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",1169,PH ELITE ROLLAZO X24,SIN DINAMICA PROMOCIONAL,,,CALI
99,2022-06-01,1398,F2151,DRYPERS ANDINA S.A,ELITE,LA CATEDRAL DISTRIBUCIONES SAS,PAPEL HIGIENICO ELITE MAX X 1 UN,"7707199345419, 7707199340155",4064,PH ELITE ROSADO X 30,SIN DINAMICA PROMOCIONAL,,,CALI
100,2022-06-01,1398,F2152,DRYPERS ANDINA S.A,ELITE,LA CATEDRAL DISTRIBUCIONES SAS,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",1169,PH ELITE ROLLAZO X24,SIN DINAMICA PROMOCIONAL,,,CALI
101,2022-06-01,1398,F2152,DRYPERS ANDINA S.A,ELITE,LA CATEDRAL DISTRIBUCIONES SAS,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",6018,PH FAMILIA MEGARRLLO X 48,SIN DINAMICA PROMOCIONAL,,,CALI
102,2022-06-01,1408,F2210,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,DISTRIJASS CIA S.A.S,PAPEL HIGIENICO SCOTT CUIDADO COMPLETO TRIPLE HOJA X 1 UN,7702425803015,180363,PPK CUIDADO COMPLET PG24 LV27 (MY22),CON DINAMICA PROMOCIONAL,18161,* BONIF PH SCOTT CUIDADO COMPLETO (KCC),CALI
103,2022-06-01,1509,F2253,DRYPERS ANDINA S.A,ELITE,DISTRIVARIOS Y VARIOS S.A.S,PAPEL HIGIENICO ELITE DUO EL ROLLOTE X 1 UN,"7707199348809, 7707199345006, 7707199345488",5049,PAPEL ELITE DUO ROLLOTE AMARILL3H X12UND,SIN DINAMICA PROMOCIONAL,,,CALI
104,2022-06-01,1509,F2254,DRYPERS ANDINA S.A,ELITE,COMERCIALIZADORA Y DISTRIBUIDORA LA TORRE SAS,PAPEL HIGIENICO ELITE MAX X 1 UN,"7707199345419, 7707199340155",27,P.H ELITE MAX DH X15 E.I AZUL,SIN DINAMICA PROMOCIONAL,,,CALI
105,2022-06-01,1511,F2136,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,DISTRIJASS CIA S.A.S,PAPEL HIGIENICO SCOTT CUIDADO COMPLETO TRIPLE HOJA X 1 UN,7702425803015,180363,PPK CUIDADO COMPLET PG24 LV27 (MY22),CON DINAMICA PROMOCIONAL,18161,*  BONIF PH SCOTT CUIDADO COMPLETO (KCC),CALI
106,2022-06-01,1533,F2242,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,DISTRIJASS CIA S.A.S,"PAPEL HIGIENICO SCOTT RINDEMAX XG X 1 UN, PAPEL RINDEMAX DOBLE HOJA SCOTT X 1 UN, PAPEL HIGIENICO SCOTT RINDEMAX X 1 UN","7702425811126, 7702425644724, 7702425807952",18007,PH SCOTT RINDEMAX 30X1 XXG,SIN DINAMICA PROMOCIONAL,,,CALI
107,2022-06-01,1533,F2243,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,DISTRIJASS CIA S.A.S,"PAPEL HIGIENICO SCOTT DOBLE HIGIENE X 1 UN, PAPEL HIGIÉNICO SCOTT DOBLE HIGIENE X 1 UN","7702425810150, 7702425810655",18104,PH SCOTT DOBLE HIG 2P 24X1,SIN DINAMICA PROMOCIONAL,,,CALI
108,2022-06-01,1577,F2252,DRYPERS ANDINA S.A,ELITE,COMERCIALIZADORA Y DISTRIBUIDORA LA TORRE SAS,PAPEL HIGIENICO ELITE MAX X 1 UN,"7707199345419, 7707199340155",27,P.H ELITE MAX DH X15 E.I AZUL,SIN DINAMICA PROMOCIONAL,,,CALI
109,2022-06-01,1577,F2312,DRYPERS ANDINA S.A,ELITE,COMERCIALIZADORA Y DISTRIBUIDORA LA TORRE SAS,PAPEL HIGIENICO ELITE DUO EL ROLLOTE X 1 UN,"7707199348809, 7707199345006, 7707199345488",26,P.H ELITE DUO ROLLOTE X12 E.I AMARILLO,CON DINAMICA PROMOCIONAL,5002,BONIFICACION ELITE DUO ROLLOTE AMARILLO,CALI
110,2022-06-01,1600,F2194,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,DISTRIJASS CIA S.A.S,PAPEL HIGIENICO SCOTT CUIDADO COMPLETO TRIPLE HOJA X 1 UN,7702425803015,180363,PPK CUIDADO COMPLET PG24 LV27 (MY22),CON DINAMICA PROMOCIONAL,18161,* BONIF PH SCOTT CUIDADO COMPLETO (KCC),CALI
111,2022-06-01,2677,F2223,DRYPERS ANDINA S.A,ELITE,PANDAPAN DISTRIBUCIONES S.A.S,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",0006707,PAPEL HIGIE ELITE DUOROLLAZO 1X24,SIN DINAMICA PROMOCIONAL,,,CALI
112,2022-06-01,2677,F2336,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,DISTRIJASS CIA S.A.S,"PAPEL HIGIENICO SCOTT RINDEMAX XG X 1 UN, PAPEL RINDEMAX DOBLE HOJA SCOTT X 1 UN, PAPEL HIGIENICO SCOTT RINDEMAX X 1 UN","7702425811126, 7702425644724, 7702425807952",180376,PPK PH RINDEMAX PG 30 LV 32 (JN59),CON DINAMICA PROMOCIONAL,18162,*  BONIF PH SCOTT RINDEMAX (KCC),CALI
113,2022-06-01,2713,F2308,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,DISTRIJASS CIA S.A.S,PAPEL HIGIENICO SCOTT CUIDADO COMPLETO TRIPLE HOJA X 1 UN,7702425803015,180363,PPK CUIDADO COMPLET PG24 LV27 (MY22),CON DINAMICA PROMOCIONAL,18161,* BONIF PH SCOTT CUIDADO COMPLETO (KCC),CALI
114,2022-06-01,2722,F2222,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,DISTRIJASS CIA S.A.S,PAPEL HIGIENICO SCOTT CUIDADO COMPLETO TRIPLE HOJA X 1 UN,7702425803015,180364,PPK CUIDADO COMPLET PG12 LV13 (MY22),CON DINAMICA PROMOCIONAL,18161,* BONIF PH SCOTT CUIDADO COMPLETO (KCC),CALI
115,2022-06-01,2758,F2154,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,DISTRIJASS CIA S.A.S,"PAPEL HIGIENICO SCOTT RINDEMAX XG X 1 UN, PAPEL RINDEMAX DOBLE HOJA SCOTT X 1 UN, PAPEL HIGIENICO SCOTT RINDEMAX X 1 UN","7702425811126, 7702425644724, 7702425807952",18007,PH SCOTT RINDEMAX 30X1 XXG,SIN DINAMICA PROMOCIONAL,,,CALI
116,2022-06-01,2764,F2283,DRYPERS ANDINA S.A,ELITE,COMERCIALIZADORA Y DISTRIBUIDORA LA TORRE SAS,PAPEL HIGIENICO ELITE MAX X 1 UN,"7707199345419, 7707199340155",27,P.H ELITE MAX DH X15 E.I AZUL,SIN DINAMICA PROMOCIONAL,,,CALI
117,2022-06-01,2768,F2153,DRYPERS ANDINA S.A,ELITE,COMERCIALIZADORA Y DISTRIBUIDORA LA TORRE SAS,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",25,P.H ELITE DUO ROLLAZO X12 E.I ROJO,SIN DINAMICA PROMOCIONAL,,,CALI
118,2022-06-01,2768,F2153,DRYPERS ANDINA S.A,ELITE,COMERCIALIZADORA Y DISTRIBUIDORA LA TORRE SAS,PAPEL HIGIENICO ELITE MAX X 1 UN,"7707199345419, 7707199340155",29,P.H ELITE MAX DH X6,SIN DINAMICA PROMOCIONAL,,,CALI
119,2022-06-01,2768,F2153,DRYPERS ANDINA S.A,ELITE,COMERCIALIZADORA Y DISTRIBUIDORA LA TORRE SAS,PAPEL HIGIENICO ELITE DUO EL ROLLOTE X 1 UN,"7707199348809, 7707199345006, 7707199345488",26,P.H ELITE DUO ROLLOTE X12 E.I AMARILLO,SIN DINAMICA PROMOCIONAL,,,CALI
120,2022-06-01,2768,F2251,DRYPERS ANDINA S.A,ELITE,COMERCIALIZADORA Y DISTRIBUIDORA LA TORRE SAS,PAPEL HIGIENICO ELITE MAX X 1 UN,"7707199345419, 7707199340155",27,P.H ELITE MAX DH X15 E.I AZUL,SIN DINAMICA PROMOCIONAL,,,CALI
121,2022-06-01,2768,F2273,DRYPERS ANDINA S.A,ELITE,PANDAPAN DISTRIBUCIONES S.A.S,PAPEL HIGIENICO ELITE MAX X 1 UN,"7707199345419, 7707199340155",0009117,PAPEL HIG ELITE MAX DH 1X30,SIN DINAMICA PROMOCIONAL,,,CALI
122,2022-06-01,2773,F2166,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,DISTRIJASS CIA S.A.S,"PAPEL HIGIENICO SCOTT RINDEMAX XG X 1 UN, PAPEL RINDEMAX DOBLE HOJA SCOTT X 1 UN, PAPEL HIGIENICO SCOTT RINDEMAX X 1 UN","7702425811126, 7702425644724, 7702425807952",180343,PPK PH RINDEMAX MINIMARK (MY04),CON DINAMICA PROMOCIONAL,18162,* BONIF PH SCOTT RINDEMAX (KCC),CALI
123,2022-06-01,2773,F2167,PAPELES NACIONALES S.A.,ROSAL,COMERCIALIZADORA ELITE DEL VALLE SAS,"PAPEL HIGIENICO ROSAL SUPER ROLL X 1 UN, PAPEL HIGIENICO ROSAL PLUS SUPER ROLLO ROSAL X 80 GR","7702120010213, 7702120012781",240200,PPK PH ROSAL XXG PG12 LV13 (MY03),CON DINAMICA PROMOCIONAL,24013,* PH ROSAL XXG S ROLLO 48X1,CALI
124,2022-06-01,2779,F2249,DRYPERS ANDINA S.A,ELITE,PANDAPAN DISTRIBUCIONES S.A.S,PAPEL HIGIENICO ELITE DUO EL ROLLOTE X 1 UN,"7707199348809, 7707199345006, 7707199345488",0009118,PAPEL HIG ELITE DUO ROLLOTE 1X24 PR ESPE,SIN DINAMICA PROMOCIONAL,,,CALI
125,2022-06-01,2779,F2281,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,DISTRIJASS CIA S.A.S,PAPEL HIGIENICO SCOTT CUIDADO COMPLETO TRIPLE HOJA X 1 UN,7702425803015,180363,PPK CUIDADO COMPLET PG24 LV27 (MY22),CON DINAMICA PROMOCIONAL,18161,*  BONIF PH SCOTT CUIDADO COMPLETO (KCC),CALI
126,2022-06-01,2819,F2276,DRYPERS ANDINA S.A,ELITE,PANDAPAN DISTRIBUCIONES S.A.S,PAPEL HIGIENICO ELITE MAX X 1 UN,"7707199345419, 7707199340155",0009117,PAPEL HIG ELITE MAX DH 1X30,SIN DINAMICA PROMOCIONAL,,,CALI
127,2022-06-01,CC1118286264,F2162,PAPELES NACIONALES S.A.,ROSAL,PANDAPAN DISTRIBUCIONES S.A.S,"PAPEL HIGIENICO ROSAL SUPER ROLL X 1 UN, PAPEL HIGIENICO ROSAL PLUS SUPER ROLLO ROSAL X 80 GR","7702120010213, 7702120012781",0001020,HIG ROSAL XXG 1X1 ,SIN DINAMICA PROMOCIONAL,,,CALI
128,2022-06-01,CC1118286264,F2163,DRYPERS ANDINA S.A,ELITE,PANDAPAN DISTRIBUCIONES S.A.S,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",0006707,PAPEL HIGIE ELITE DUOROLLAZO 1X24,SIN DINAMICA PROMOCIONAL,,,CALI
129,2022-06-01,CC1118286264,F2164,DRYPERS ANDINA S.A,ELITE,PANDAPAN DISTRIBUCIONES S.A.S,PAPEL HIGIENICO ELITE DUO EL ROLLOTE X 1 UN,"7707199348809, 7707199345006, 7707199345488",0009118,PAPEL HIG ELITE DUO ROLLOTE 1X24 PR ESPE,SIN DINAMICA PROMOCIONAL,,,CALI
130,2022-06-01,CC29121453,F2304,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,DISTRIJASS CIA S.A.S,"PAPEL HIGIENICO SCOTT RINDEMAX XG X 1 UN, PAPEL RINDEMAX DOBLE HOJA SCOTT X 1 UN, PAPEL HIGIENICO SCOTT RINDEMAX X 1 UN","7702425811126, 7702425644724, 7702425807952",180376,PPK PH RINDEMAX PG 30 LV 32 (JN59),CON DINAMICA PROMOCIONAL,18162,*  BONIF PH SCOTT RINDEMAX (KCC),CALI
131,2022-06-01,CC31320339,F2301,COLOMBIANA KIMBERLY COLPAPEL,SCOTT,DISTRIJASS CIA S.A.S,PAPEL HIGIENICO SCOTT CUIDADO COMPLETO TRIPLE HOJA X 1 UN,7702425803015,180363,PPK CUIDADO COMPLET PG24 LV27 (MY22),CON DINAMICA PROMOCIONAL,18161,* BONIF PH SCOTT CUIDADO COMPLETO (KCC),CALI
132,2022-06-01,CC37005920,F2225,DRYPERS ANDINA S.A,ELITE,COMERCIALIZADORA Y DISTRIBUIDORA LA TORRE SAS,PAPEL HIGIENICO ELITE DUO EL ROLLOTE X 1 UN,"7707199348809, 7707199345006, 7707199345488",26,P.H ELITE DUO ROLLOTE X12 E.I AMARILLO,SIN DINAMICA PROMOCIONAL,,,CALI
133,2022-06-01,CC37005920,F2225,DRYPERS ANDINA S.A,ELITE,COMERCIALIZADORA Y DISTRIBUIDORA LA TORRE SAS,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",25,P.H ELITE DUO ROLLAZO X12 E.I ROJO,SIN DINAMICA PROMOCIONAL,,,CALI
134,2022-06-01,CC37005920,F2225,PAPELES NACIONALES S.A.,ROSAL,COMERCIALIZADORA Y DISTRIBUIDORA LA TORRE SAS,PAPEL HIGIENICO ROSAL PLUS TRIPLE HOJA X 1 UN,7702120010169,156,PAPEL ROSAL G 22M 3H X 18,CON DINAMICA PROMOCIONAL,5015,BONIFICACION ROSAL G MORADO,CALI
135,2022-06-01,CC37005920,F2226,DRYPERS ANDINA S.A,ELITE,COMERCIALIZADORA Y DISTRIBUIDORA LA TORRE SAS,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",25,P.H ELITE DUO ROLLAZO X12 E.I ROJO,SIN DINAMICA PROMOCIONAL,,,CALI
136,2022-06-01,CC37005920,F2227,DRYPERS ANDINA S.A,ELITE,COMERCIALIZADORA Y DISTRIBUIDORA LA TORRE SAS,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",25,P.H ELITE DUO ROLLAZO X12 E.I ROJO,SIN DINAMICA PROMOCIONAL,,,CALI
137,2022-06-01,CC37005920,F2227,DRYPERS ANDINA S.A,ELITE,COMERCIALIZADORA Y DISTRIBUIDORA LA TORRE SAS,PAPEL HIGIENICO ELITE DUO EL ROLLOTE X 1 UN,"7707199348809, 7707199345006, 7707199345488",26,P.H ELITE DUO ROLLOTE X12 E.I AMARILLO,SIN DINAMICA PROMOCIONAL,,,CALI
138,2022-06-01,CC37005920,F2228,PAPELES NACIONALES S.A.,ROSAL,COMERCIALIZADORA Y DISTRIBUIDORA LA TORRE SAS,PAPEL HIGIENICO ROSAL PLUS TRIPLE HOJA X 1 UN,7702120010169,156,PAPEL ROSAL G 22M 3H X 18,CON DINAMICA PROMOCIONAL,5015,BONIFICACION ROSAL G MORADO,CALI
139,2022-06-01,CC37005920,F2229,DRYPERS ANDINA S.A,ELITE,COMERCIALIZADORA Y DISTRIBUIDORA LA TORRE SAS,PAPEL HIGIENICO ELITE DUO EL ROLLOTE X 1 UN,"7707199348809, 7707199345006, 7707199345488",26,P.H ELITE DUO ROLLOTE X12 E.I AMARILLO,SIN DINAMICA PROMOCIONAL,,,CALI
140,2022-06-01,CC37005920,F2230,DRYPERS ANDINA S.A,ELITE,COMERCIALIZADORA Y DISTRIBUIDORA LA TORRE SAS,PAPEL HIGIENICO ELITE DUO EL ROLLOTE X 1 UN,"7707199348809, 7707199345006, 7707199345488",26,P.H ELITE DUO ROLLOTE X12 E.I AMARILLO,SIN DINAMICA PROMOCIONAL,,,CALI
141,2022-06-01,CC37005920,F2233,DRYPERS ANDINA S.A,ELITE,COMERCIALIZADORA Y DISTRIBUIDORA LA TORRE SAS,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",25,P.H ELITE DUO ROLLAZO X12 E.I ROJO,SIN DINAMICA PROMOCIONAL,,,CALI
142,2022-06-01,CC37005920,F2233,PAPELES NACIONALES S.A.,ROSAL,COMERCIALIZADORA Y DISTRIBUIDORA LA TORRE SAS,"PAPEL HIGIENICO ROSAL SUPER ROLL X 1 UN, PAPEL HIGIENICO ROSAL PLUS SUPER ROLLO ROSAL X 80 GR","7702120010213, 7702120012781",158,PAPEL ROSAL SUPER ROLLO XXG X 12 EI,CON DINAMICA PROMOCIONAL,5014,BONIFICACION ROSAL SUPERROLLO ROJO,CALI
143,2022-06-01,CC37005920,F2234,DRYPERS ANDINA S.A,ELITE,COMERCIALIZADORA Y DISTRIBUIDORA LA TORRE SAS,PAPEL HIGIENICO ELITE DUO EL ROLLAZO X 1 UN,"7707199341060, 7707199345167, 7707199348380",25,P.H ELITE DUO ROLLAZO X12 E.I ROJO,SIN DINAMICA PROMOCIONAL,,,CALI
144,2022-06-01,CC37005920,F2234,DRYPERS ANDINA S.A,ELITE,COMERCIALIZADORA Y DISTRIBUIDORA LA TORRE SAS,PAPEL HIGIENICO ELITE DUO EL ROLLOTE X 1 UN,"7707199348809, 7707199345006, 7707199345488",26,P.H ELITE DUO ROLLOTE X12 E.I AMARILLO,SIN DINAMICA PROMOCIONAL,,,CALI
145,2022-06-01,CC37005920,F2235,PAPELES NACIONALES S.A.,ROSAL,COMERCIALIZADORA Y DISTRIBUIDORA LA TORRE SAS,PAPEL HIGIENICO ROSAL PLUS TRIPLE HOJA X 1 UN,7702120010169,156,PAPEL ROSAL G 22M 3H X 18,CON DINAMICA PROMOCIONAL,5015,BONIFICACION ROSAL G MORADO,CALI
146,2022-06-01,CC37005920,F2236,DRYPERS ANDINA S.A,ELITE,COMERCIALIZADORA Y DISTRIBUIDORA LA TORRE SAS,PAPEL HIGIENICO ELITE DUO EL ROLLOTE X 1 UN,"7707199348809, 7707199345006, 7707199345488",26,P.H ELITE DUO ROLLOTE X12 E.I AMARILLO,SIN DINAMICA PROMOCIONAL,,,CALI
147,2022-06-01,CC37005920,F2237,PAPELES NACIONALES S.A.,ROSAL,COMERCIALIZADORA Y DISTRIBUIDORA LA TORRE SAS,PAPEL HIGIENICO ROSAL PLUS TRIPLE HOJA X 1 UN,7702120010169,156,PAPEL ROSAL G 22M 3H X 18,CON DINAMICA PROMOCIONAL,5015,BONIFICACION ROSAL G MORADO,CALI
